Census_Tracts,Time_Period,total
2016300,midday,5
2016300,morning,1
2016400,evening,1
2016400,latenight,0
2016400,midday,0
2016400,morning,0
2016500,evening,19
2016500,latenight,25
2016500,midday,16
2016500,morning,15
2016600,evening,10
2016600,latenight,15
2016600,midday,12
2016600,morning,5
2016700,evening,10
2016700,latenight,4
2016700,midday,5
2016700,morning,2
2016900,evening,2
2016900,latenight,3
2016900,midday,0
2016900,morning,0
2017100,evening,3
2017100,latenight,1
2017100,midday,1
2017100,morning,2
2017300,evening,12
2017300,latenight,10
2017300,midday,7
2017300,morning,6
2017500,evening,16
2017500,latenight,17
2017500,midday,14
2017500,morning,9
2017701,evening,15
2017701,latenight,20
2017701,midday,7
2017701,morning,4
2017702,evening,13
2017702,latenight,27
2017702,midday,8
2017702,morning,8
2017901,evening,13
2017901,latenight,9
2017901,midday,2
2017901,morning,2
2017902,evening,6
2017902,latenight,3
2017902,midday,2
2017902,morning,2
2018101,evening,6
2018101,latenight,4
2018101,midday,1
2018101,morning,3
2018102,evening,6
2018102,latenight,15
2018102,midday,6
2018102,morning,0
2018301,evening,2
2018301,latenight,3
2018301,midday,14
2018301,morning,0
2018302,evening,11
2018302,latenight,8
2018302,midday,15
2018302,morning,4
2018400,evening,3
2018400,latenight,8
2018400,midday,1
2018400,morning,1
2018500,evening,27
2018500,latenight,32
2018500,midday,27
2018500,morning,8
2018900,evening,13
2018900,latenight,11
2018900,midday,7
2018900,morning,6
2019300,evening,20
2019300,latenight,13
2019300,midday,11
2019300,morning,4
2019400,evening,2
2019400,latenight,1
2019400,midday,1
2019400,morning,2
2019500,evening,19
2019500,latenight,14
2019500,midday,12
2019500,morning,10
2019700,evening,18
2019700,latenight,9
2019700,midday,11
2019700,morning,5
2019900,evening,19
2019900,latenight,9
2019900,midday,6
2019900,morning,5
2020000,evening,2
2020000,latenight,9
2020000,midday,9
2020000,morning,3
2020100,evening,17
2020100,latenight,11
2020100,midday,6
2020100,morning,2
2020200,evening,9
2020200,latenight,5
2020200,midday,1
2020200,morning,1
2020400,evening,9
2020400,latenight,4
2020400,midday,4
2020400,morning,3
2020501,evening,12
2020501,latenight,15
2020501,midday,7
2020501,morning,4
2020502,evening,4
2020502,latenight,1
2020502,midday,1
2020502,morning,0
2020601,evening,4
2020601,latenight,5
2020601,midday,2
2020601,morning,2
2020900,evening,10
2020900,latenight,3
2020900,midday,4
2020900,morning,3
2021001,evening,12
2021001,latenight,14
2021001,midday,2
2021001,morning,3
2021002,evening,5
2021002,latenight,2
2021002,midday,2
2021002,morning,3
2021100,evening,7
2021100,latenight,3
2021100,midday,3
2021100,morning,2
2021200,evening,7
2021200,latenight,6
2021200,midday,4
2021200,morning,4
2021301,evening,1
2021301,latenight,6
2021301,midday,0
2021301,morning,2
2021302,evening,8
2021302,latenight,9
2021302,midday,3
2021302,morning,4
2021501,evening,4
2021501,latenight,1
2021501,midday,6
2021501,morning,1
2021502,evening,17
2021502,latenight,15
2021502,midday,14
2021502,morning,11
2021601,evening,7
2021601,latenight,6
2021601,midday,3
2021601,morning,3
2021602,evening,10
2021602,latenight,7
2021602,midday,3
2021602,morning,4
2021700,evening,13
2021700,latenight,16
2021700,midday,5
2021700,morning,6
2021800,evening,10
2021800,latenight,10
2021800,midday,7
2021800,morning,5
2021900,evening,12
2021900,latenight,10
2021900,midday,5
2021900,morning,2
2022000,evening,8
2022000,latenight,14
2022000,midday,5
2022000,morning,6
2022101,evening,34
2022101,latenight,36
2022101,midday,24
2022101,morning,10
2022102,evening,19
2022102,latenight,12
2022102,midday,5
2022102,morning,11
2022200,evening,7
2022200,latenight,13
2022200,midday,3
2022200,morning,3
2022300,evening,14
2022300,latenight,14
2022300,midday,9
2022300,morning,7
2022401,evening,8
2022401,latenight,5
2022401,midday,5
2022401,morning,3
2022403,evening,8
2022403,latenight,3
2022403,midday,3
2022403,morning,1
2022404,evening,8
2022404,latenight,3
2022404,midday,9
2022404,morning,2
2022500,evening,16
2022500,latenight,15
2022500,midday,8
2022500,morning,5
2022701,evening,6
2022701,latenight,6
2022701,midday,9
2022701,morning,3
2022702,evening,6
2022702,latenight,7
2022702,midday,11
2022702,morning,7
2022703,evening,1
2022703,latenight,1
2022703,midday,2
2022703,morning,2
2022800,evening,3
2022800,latenight,1
2022800,midday,0
2022800,morning,4
2022901,evening,18
2022901,latenight,10
2022901,midday,5
2022901,morning,3
2022902,evening,4
2022902,latenight,6
2022902,midday,5
2022902,morning,0
2023000,evening,4
2023000,latenight,3
2023000,midday,1
2023000,morning,1
2023100,evening,3
2023100,latenight,7
2023100,midday,0
2023100,morning,1
2023200,evening,4
2023200,latenight,7
2023200,midday,5
2023200,morning,2
2023301,evening,8
2023301,latenight,7
2023301,midday,4
2023301,morning,3
2023302,evening,14
2023302,latenight,11
2023302,midday,7
2023302,morning,3
2023501,evening,5
2023501,latenight,9
2023501,midday,3
2023501,morning,2
2023502,evening,19
2023502,latenight,9
2023502,midday,7
2023502,morning,5
2023600,evening,2
2023600,latenight,0
2023600,midday,0
2023600,morning,0
2023702,evening,9
2023702,latenight,3
2023702,midday,2
2023702,morning,3
2023703,evening,10
2023703,latenight,14
2023703,midday,19
2023703,morning,7
2023704,evening,12
2023704,latenight,12
2023704,midday,4
2023704,morning,3
2023800,evening,3
2023800,latenight,2
2023800,midday,6
2023800,morning,4
2023900,evening,34
2023900,latenight,39
2023900,midday,24
2023900,morning,24
2024000,evening,10
2024000,latenight,6
2024000,midday,6
2024000,morning,3
2024100,evening,17
2024100,latenight,11
2024100,midday,13
2024100,morning,1
2024300,evening,10
2024300,latenight,15
2024300,midday,3
2024300,morning,6
2024400,evening,2
2024400,latenight,2
2024400,midday,2
2024400,morning,0
2024501,evening,9
2024501,latenight,11
2024501,midday,8
2024501,morning,3
2024502,evening,11
2024502,latenight,8
2024502,midday,4
2024502,morning,4
2024600,evening,4
2024600,latenight,2
2024600,midday,1
2024600,morning,2
2024700,evening,3
2024700,latenight,1
2024700,midday,2
2024700,morning,0
2024800,evening,1
2024800,latenight,0
2024800,midday,0
2024800,morning,1
2024900,evening,3
2024900,latenight,0
2024900,midday,0
2024900,morning,0
2025000,evening,2
2025000,latenight,0
2025000,midday,1
2025000,morning,2
2025100,evening,8
2025100,latenight,18
2025100,midday,5
2025100,morning,3
2025200,evening,1
2025200,latenight,0
2025200,midday,4
2025200,morning,3
2025300,evening,24
2025300,latenight,19
2025300,midday,11
2025300,morning,8
2025500,evening,21
2025500,latenight,15
2025500,midday,12
2025500,morning,11
2025600,evening,4
2025600,latenight,2
2025600,midday,0
2025600,morning,2
2025700,evening,1
2025700,latenight,3
2025700,midday,3
2025700,morning,4
2026100,evening,4
2026100,latenight,4
2026100,midday,0
2026100,morning,0
2026300,evening,24
2026300,latenight,11
2026300,midday,11
2026300,morning,6
2026400,evening,9
2026400,latenight,2
2026400,midday,2
2026400,morning,2
2026500,evening,42
2026500,latenight,19
2026500,midday,9
2026500,morning,13
2026601,evening,1
2026601,latenight,1
2026601,midday,0
2026601,morning,2
2026602,evening,6
2026602,latenight,4
2026602,midday,2
2026602,morning,5
2026701,evening,16
2026701,latenight,9
2026701,midday,6
2026701,morning,6
2026702,evening,5
2026702,latenight,3
2026702,midday,4
2026702,morning,1
2026900,evening,12
2026900,latenight,12
2026900,midday,4
2026900,morning,1
2027300,evening,13
2027300,latenight,4
2027300,midday,4
2027300,morning,1
2027401,evening,2
2027401,latenight,0
2027401,midday,1
2027401,morning,1
2027402,evening,0
2027402,latenight,2
2027402,midday,1
2027402,morning,0
2027600,evening,5
2027600,latenight,1
2027600,midday,0
2027600,morning,0
2027700,evening,13
2027700,latenight,4
2027700,midday,1
2027700,morning,1
2027900,evening,7
2027900,latenight,3
2027900,midday,5
2027900,morning,0
2028100,evening,5
2028100,latenight,1
2028100,midday,0
2028100,morning,1
2028300,evening,6
2028300,latenight,3
2028300,midday,2
2028300,morning,2
2028400,evening,3
2028400,latenight,5
2028400,midday,6
2028400,morning,7
2028500,evening,3
2028500,latenight,6
2028500,midday,2
2028500,morning,1
2028600,evening,6
2028600,latenight,1
2028600,midday,2
2028600,morning,0
2028700,evening,11
2028700,latenight,9
2028700,midday,6
2028700,morning,9
2028800,evening,3
2028800,latenight,2
2028800,midday,4
2028800,morning,2
2028900,evening,6
2028900,latenight,3
2028900,midday,3
2028900,morning,4
2029500,evening,0
2029500,latenight,1
2029500,midday,1
2029500,morning,0
2029600,evening,25
2029600,latenight,15
2029600,midday,17
2029600,morning,6
2029700,evening,3
2029700,latenight,0
2029700,midday,0
2029700,morning,2
2030000,evening,3
2030000,latenight,4
2030000,midday,4
2030000,morning,2
2030200,evening,7
2030200,latenight,2
2030200,midday,4
2030200,morning,2
2030701,evening,2
2030701,latenight,0
2030701,midday,0
2030701,morning,0
2030900,evening,0
2030900,latenight,0
2030900,midday,2
2030900,morning,0
2031000,evening,4
2031000,latenight,1
2031000,midday,3
2031000,morning,1
2031200,evening,3
2031200,latenight,0
2031200,midday,0
2031200,morning,2
2031400,evening,0
2031400,latenight,0
2031400,midday,0
2031400,morning,1
2031600,evening,0
2031600,latenight,3
2031600,midday,0
2031600,morning,0
2031800,evening,2
2031800,latenight,2
2031800,midday,0
2031800,morning,0
2032300,evening,0
2032300,latenight,2
2032300,midday,2
2032300,morning,0
2032400,evening,5
2032400,latenight,4
2032400,midday,11
2032400,morning,4
2032600,evening,0
2032600,latenight,1
2032600,midday,3
2032600,morning,0
2032800,evening,8
2032800,latenight,3
2032800,midday,5
2032800,morning,1
2033000,evening,9
2033000,latenight,9
2033000,midday,10
2033000,morning,6
2033201,evening,4
2033201,latenight,1
2033201,midday,3
2033201,morning,1
2033202,evening,4
2033202,latenight,2
2033202,midday,0
2033202,morning,0
2033400,evening,12
2033400,latenight,14
2033400,midday,12
2033400,morning,3
2033500,evening,0
2033500,latenight,3
2033500,midday,0
2033500,morning,0
2033600,evening,22
2033600,latenight,6
2033600,midday,18
2033600,morning,11
2033800,evening,15
2033800,latenight,6
2033800,midday,9
2033800,morning,10
2034000,evening,4
2034000,latenight,2
2034000,midday,2
2034000,morning,2
2034200,evening,2
2034200,latenight,0
2034200,midday,2
2034200,morning,2
2034300,evening,1
2034300,latenight,0
2034300,midday,0
2034300,morning,0
2034400,evening,4
2034400,latenight,1
2034400,midday,0
2034400,morning,1
2034500,evening,3
2034500,latenight,0
2034500,midday,1
2034500,morning,0
2034800,evening,10
2034800,latenight,6
2034800,midday,8
2034800,morning,7
2035000,evening,0
2035000,latenight,0
2035000,midday,1
2035000,morning,2
2035100,evening,3
2035100,latenight,0
2035100,midday,1
2035100,morning,0
2035600,evening,0
2035600,latenight,1
2035600,midday,2
2035600,morning,3
2035800,evening,4
2035800,latenight,12
2035800,midday,12
2035800,morning,3
2035900,evening,10
2035900,latenight,9
2035900,midday,4
2035900,morning,6
2036000,evening,0
2036000,latenight,1
2036000,midday,1
2036000,morning,0
2036100,evening,18
2036100,latenight,9
2036100,midday,5
2036100,morning,4
2036300,evening,26
2036300,latenight,19
2036300,midday,18
2036300,morning,4
2036400,evening,9
2036400,latenight,7
2036400,midday,6
2036400,morning,3
2036501,evening,11
2036501,latenight,10
2036501,midday,16
2036501,morning,3
2036502,evening,21
2036502,latenight,5
2036502,midday,11
2036502,morning,7
2036700,evening,7
2036700,latenight,2
2036700,midday,4
2036700,morning,3
2036800,evening,4
2036800,latenight,6
2036800,midday,4
2036800,morning,4
2036901,evening,8
2036901,latenight,2
2036901,midday,5
2036901,morning,3
2036902,evening,7
2036902,latenight,4
2036902,midday,6
2036902,morning,3
2037000,evening,2
2037000,latenight,1
2037000,midday,1
2037000,morning,2
2037100,evening,11
2037100,latenight,15
2037100,midday,5
2037100,morning,4
2037200,evening,5
2037200,latenight,2
2037200,midday,2
2037200,morning,4
2037300,evening,20
2037300,latenight,11
2037300,midday,16
2037300,morning,5
2037400,evening,7
2037400,latenight,13
2037400,midday,7
2037400,morning,4
2037504,evening,16
2037504,latenight,14
2037504,midday,14
2037504,morning,5
2037600,evening,1
2037600,latenight,2
2037600,midday,2
2037600,morning,1
2037800,evening,5
2037800,latenight,8
2037800,midday,12
2037800,morning,3
2037900,evening,12
2037900,latenight,14
2037900,midday,7
2037900,morning,6
2038000,evening,14
2038000,latenight,19
2038000,midday,2
2038000,morning,14
2038100,evening,40
2038100,latenight,40
2038100,midday,23
2038100,morning,17
2038200,evening,8
2038200,latenight,11
2038200,midday,1
2038200,morning,4
2038301,evening,16
2038301,latenight,8
2038301,midday,4
2038301,morning,4
2038302,evening,12
2038302,latenight,8
2038302,midday,6
2038302,morning,4
2038500,evening,24
2038500,latenight,25
2038500,midday,19
2038500,morning,9
2038600,evening,9
2038600,latenight,8
2038600,midday,1
2038600,morning,4
2038700,evening,10
2038700,latenight,12
2038700,midday,9
2038700,morning,4
2038800,evening,4
2038800,latenight,1
2038800,midday,2
2038800,morning,3
2038900,evening,12
2038900,latenight,19
2038900,midday,18
2038900,morning,9
2039000,evening,10
2039000,latenight,7
2039000,midday,10
2039000,morning,8
2039100,evening,16
2039100,latenight,8
2039100,midday,7
2039100,morning,6
2039200,evening,3
2039200,latenight,3
2039200,midday,3
2039200,morning,4
2039300,evening,14
2039300,latenight,13
2039300,midday,7
2039300,morning,8
2039400,evening,14
2039400,latenight,8
2039400,midday,6
2039400,morning,6
2039500,evening,19
2039500,latenight,18
2039500,midday,13
2039500,morning,8
2039600,evening,6
2039600,latenight,5
2039600,midday,3
2039600,morning,3
2039700,evening,15
2039700,latenight,8
2039700,midday,9
2039700,morning,3
2039800,evening,2
2039800,latenight,4
2039800,midday,2
2039800,morning,1
2039901,evening,27
2039901,latenight,25
2039901,midday,13
2039901,morning,10
2039902,evening,11
2039902,latenight,9
2039902,midday,5
2039902,morning,5
2040100,evening,29
2040100,latenight,14
2040100,midday,3
2040100,morning,7
2040302,evening,15
2040302,latenight,17
2040302,midday,6
2040302,morning,1
2040303,evening,14
2040303,latenight,11
2040303,midday,7
2040303,morning,3
2040304,evening,6
2040304,latenight,14
2040304,midday,4
2040304,morning,6
2040400,evening,12
2040400,latenight,10
2040400,midday,9
2040400,morning,1
2040501,evening,23
2040501,latenight,19
2040501,midday,6
2040501,morning,10
2040502,evening,20
2040502,latenight,13
2040502,midday,8
2040502,morning,11
2040600,evening,10
2040600,latenight,5
2040600,midday,6
2040600,morning,2
2040701,evening,13
2040701,latenight,7
2040701,midday,2
2040701,morning,1
2040702,evening,13
2040702,latenight,11
2040702,midday,14
2040702,morning,9
2040800,evening,8
2040800,latenight,17
2040800,midday,10
2040800,morning,3
2040900,evening,6
2040900,latenight,3
2040900,midday,2
2040900,morning,0
2041100,evening,6
2041100,latenight,6
2041100,midday,6
2041100,morning,5
2041300,evening,5
2041300,latenight,6
2041300,midday,3
2041300,morning,1
2041400,evening,13
2041400,latenight,22
2041400,midday,12
2041400,morning,15
2041500,evening,6
2041500,latenight,3
2041500,midday,3
2041500,morning,0
2041800,evening,11
2041800,latenight,9
2041800,midday,10
2041800,morning,6
2041900,evening,14
2041900,latenight,6
2041900,midday,6
2041900,morning,10
2042000,evening,6
2042000,latenight,12
2042000,midday,5
2042000,morning,4
2042100,evening,23
2042100,latenight,26
2042100,midday,22
2042100,morning,16
2042200,evening,3
2042200,latenight,5
2042200,midday,1
2042200,morning,0
2042300,evening,4
2042300,latenight,9
2042300,midday,1
2042300,morning,4
2042400,evening,27
2042400,latenight,37
2042400,midday,31
2042400,morning,16
2042500,evening,49
2042500,latenight,37
2042500,midday,25
2042500,morning,12
2042600,evening,8
2042600,latenight,7
2042600,midday,6
2042600,morning,10
2042800,evening,2
2042800,latenight,0
2042800,midday,2
2042800,morning,2
2042901,evening,3
2042901,latenight,0
2042901,midday,0
2042901,morning,2
2042902,evening,7
2042902,latenight,8
2042902,midday,2
2042902,morning,2
2043000,evening,4
2043000,latenight,2
2043000,midday,1
2043000,morning,1
2043100,evening,25
2043100,latenight,24
2043100,midday,13
2043100,morning,11
2043400,evening,4
2043400,latenight,10
2043400,midday,11
2043400,morning,2
2043500,evening,17
2043500,latenight,13
2043500,midday,5
2043500,morning,7
2043600,evening,2
2043600,latenight,2
2043600,midday,1
2043600,morning,7
2044200,evening,10
2044200,latenight,8
2044200,midday,8
2044200,morning,6
2044400,evening,6
2044400,latenight,6
2044400,midday,1
2044400,morning,6
2044800,evening,8
2044800,latenight,3
2044800,midday,0
2044800,morning,1
2044901,evening,0
2044901,latenight,0
2044901,midday,1
2044901,morning,0
2044902,evening,1
2044902,latenight,4
2044902,midday,3
2044902,morning,0
2045101,evening,3
2045101,latenight,1
2045101,midday,1
2045101,morning,4
2045102,evening,0
2045102,latenight,1
2045102,midday,0
2045102,morning,1
2045600,evening,3
2045600,latenight,3
2045600,midday,7
2045600,morning,0
2045800,evening,9
2045800,latenight,18
2045800,midday,10
2045800,morning,8
2046000,evening,1
2046000,latenight,5
2046000,midday,5
2046000,morning,1
2046201,evening,11
2046201,latenight,10
2046201,midday,13
2046201,morning,9
2046202,evening,9
2046202,latenight,9
2046202,midday,17
2046202,morning,15
2048400,evening,5
2048400,latenight,7
2048400,midday,9
2048400,morning,5
2050400,evening,2
2050400,latenight,0
2050400,midday,1
2050400,morning,0
2051600,evening,4
2051600,latenight,3
2051600,midday,0
2051600,morning,1
3000100,evening,2
3000100,latenight,1
3000100,midday,0
3000100,morning,2
3000200,evening,3
3000200,latenight,10
3000200,midday,7
3000200,morning,4
3000301,evening,0
3000301,latenight,1
3000301,midday,1
3000301,morning,0
3000501,evening,0
3000501,latenight,1
3000501,midday,0
3000501,morning,1
3000700,evening,3
3000700,latenight,1
3000700,midday,1
3000700,morning,2
3000900,evening,4
3000900,latenight,2
3000900,midday,6
3000900,morning,2
3001100,evening,17
3001100,latenight,5
3001100,midday,42
3001100,morning,8
3001300,evening,2
3001300,latenight,0
3001300,midday,8
3001300,morning,0
3001500,evening,24
3001500,latenight,28
3001500,midday,30
3001500,morning,15
3001800,evening,5
3001800,latenight,7
3001800,midday,3
3001800,morning,2
3002000,evening,5
3002000,latenight,2
3002000,midday,4
3002000,morning,4
3002100,evening,15
3002100,latenight,10
3002100,midday,8
3002100,morning,4
3002200,evening,13
3002200,latenight,5
3002200,midday,9
3002200,morning,5
3002300,evening,10
3002300,latenight,3
3002300,midday,5
3002300,morning,10
3002901,evening,14
3002901,latenight,16
3002901,midday,10
3002901,morning,11
3003000,evening,1
3003000,latenight,0
3003000,midday,1
3003000,morning,1
3003100,evening,5
3003100,latenight,1
3003100,midday,3
3003100,morning,3
3003300,evening,4
3003300,latenight,7
3003300,midday,7
3003300,morning,0
3003400,evening,6
3003400,latenight,3
3003400,midday,2
3003400,morning,0
3003500,evening,9
3003500,latenight,4
3003500,midday,7
3003500,morning,0
3003600,evening,6
3003600,latenight,4
3003600,midday,2
3003600,morning,1
3003700,evening,14
3003700,latenight,12
3003700,midday,30
3003700,morning,13
3003800,evening,1
3003800,latenight,0
3003800,midday,0
3003800,morning,0
3003900,evening,1
3003900,latenight,1
3003900,midday,6
3003900,morning,3
3004100,evening,7
3004100,latenight,4
3004100,midday,3
3004100,morning,1
3004300,evening,4
3004300,latenight,3
3004300,midday,3
3004300,morning,0
3004400,evening,1
3004400,latenight,1
3004400,midday,2
3004400,morning,1
3004500,evening,0
3004500,latenight,1
3004500,midday,1
3004500,morning,0
3004600,evening,0
3004600,latenight,2
3004600,midday,3
3004600,morning,0
3004700,evening,1
3004700,latenight,0
3004700,midday,0
3004700,morning,1
3004900,evening,1
3004900,latenight,0
3004900,midday,2
3004900,morning,0
3005000,evening,1
3005000,latenight,3
3005000,midday,0
3005000,morning,0
3005100,evening,1
3005100,latenight,1
3005100,midday,3
3005100,morning,1
3005201,evening,2
3005201,latenight,0
3005201,midday,1
3005201,morning,0
3005202,evening,2
3005202,latenight,0
3005202,midday,0
3005202,morning,1
3005300,evening,13
3005300,latenight,2
3005300,midday,12
3005300,morning,6
3005400,evening,3
3005400,latenight,1
3005400,midday,1
3005400,morning,2
3005601,evening,3
3005601,latenight,0
3005601,midday,2
3005601,morning,0
3005602,evening,4
3005602,latenight,8
3005602,midday,1
3005602,morning,0
3005800,evening,8
3005800,latenight,6
3005800,midday,0
3005800,morning,2
3005900,evening,7
3005900,latenight,2
3005900,midday,8
3005900,morning,2
3006000,evening,6
3006000,latenight,3
3006000,midday,4
3006000,morning,0
3006200,evening,7
3006200,latenight,2
3006200,midday,1
3006200,morning,1
3006300,evening,4
3006300,latenight,7
3006300,midday,6
3006300,morning,2
3006400,evening,1
3006400,latenight,1
3006400,midday,1
3006400,morning,0
3006500,evening,2
3006500,latenight,5
3006500,midday,0
3006500,morning,3
3006600,evening,2
3006600,latenight,1
3006600,midday,1
3006600,morning,3
3006700,evening,0
3006700,latenight,0
3006700,midday,1
3006700,morning,1
3006800,evening,9
3006800,latenight,13
3006800,midday,7
3006800,morning,1
3006900,evening,7
3006900,latenight,8
3006900,midday,7
3006900,morning,4
3007000,evening,19
3007000,latenight,19
3007000,midday,7
3007000,morning,7
3007100,evening,14
3007100,latenight,12
3007100,midday,11
3007100,morning,3
3007200,evening,5
3007200,latenight,0
3007200,midday,1
3007200,morning,2
3007400,evening,11
3007400,latenight,6
3007400,midday,5
3007400,morning,7
3007500,evening,3
3007500,latenight,2
3007500,midday,4
3007500,morning,1
3007600,evening,10
3007600,latenight,3
3007600,midday,5
3007600,morning,10
3007700,evening,3
3007700,latenight,7
3007700,midday,11
3007700,morning,6
3007800,evening,16
3007800,latenight,4
3007800,midday,6
3007800,morning,2
3008000,evening,4
3008000,latenight,3
3008000,midday,2
3008000,morning,1
3008200,evening,13
3008200,latenight,4
3008200,midday,5
3008200,morning,3
3008400,evening,1
3008400,latenight,10
3008400,midday,4
3008400,morning,7
3008500,evening,29
3008500,latenight,14
3008500,midday,35
3008500,morning,26
3008600,evening,2
3008600,latenight,0
3008600,midday,3
3008600,morning,0
3008800,evening,8
3008800,latenight,2
3008800,midday,3
3008800,morning,3
3009000,evening,5
3009000,latenight,7
3009000,midday,2
3009000,morning,0
3009200,evening,3
3009200,latenight,2
3009200,midday,3
3009200,morning,1
3009400,evening,9
3009400,latenight,4
3009400,midday,4
3009400,morning,0
3009600,evening,6
3009600,latenight,4
3009600,midday,4
3009600,morning,2
3009800,evening,6
3009800,latenight,8
3009800,midday,2
3009800,morning,1
3010000,evening,10
3010000,latenight,7
3010000,midday,5
3010000,morning,3
3010100,evening,13
3010100,latenight,17
3010100,midday,10
3010100,morning,15
3010200,evening,2
3010200,latenight,6
3010200,midday,3
3010200,morning,1
3010400,evening,4
3010400,latenight,9
3010400,midday,3
3010400,morning,2
3010600,evening,8
3010600,latenight,1
3010600,midday,2
3010600,morning,3
3010800,evening,8
3010800,latenight,4
3010800,midday,6
3010800,morning,2
3011000,evening,3
3011000,latenight,2
3011000,midday,0
3011000,morning,2
3011200,evening,1
3011200,latenight,1
3011200,midday,2
3011200,morning,1
3011400,evening,1
3011400,latenight,1
3011400,midday,2
3011400,morning,2
3011600,evening,4
3011600,latenight,4
3011600,midday,1
3011600,morning,0
3011700,evening,2
3011700,latenight,5
3011700,midday,1
3011700,morning,1
3011800,evening,3
3011800,latenight,26
3011800,midday,4
3011800,morning,1
3011900,evening,4
3011900,latenight,3
3011900,midday,7
3011900,morning,3
3012000,evening,7
3012000,latenight,8
3012000,midday,1
3012000,morning,2
3012200,evening,5
3012200,latenight,12
3012200,midday,8
3012200,morning,3
3012600,evening,8
3012600,latenight,8
3012600,midday,4
3012600,morning,0
3012700,evening,4
3012700,latenight,6
3012700,midday,11
3012700,morning,0
3012801,evening,2
3012801,latenight,1
3012801,midday,0
3012801,morning,1
3012901,evening,3
3012901,latenight,2
3012901,midday,3
3012901,morning,1
3012902,evening,4
3012902,latenight,7
3012902,midday,1
3012902,morning,1
3013000,evening,6
3013000,latenight,9
3013000,midday,5
3013000,morning,2
3013100,evening,0
3013100,latenight,1
3013100,midday,2
3013100,morning,0
3013200,evening,9
3013200,latenight,4
3013200,midday,2
3013200,morning,1
3013300,evening,3
3013300,latenight,0
3013300,midday,1
3013300,morning,0
3013400,evening,5
3013400,latenight,8
3013400,midday,5
3013400,morning,0
3013500,evening,1
3013500,latenight,0
3013500,midday,0
3013500,morning,2
3013600,evening,3
3013600,latenight,5
3013600,midday,5
3013600,morning,1
3013700,evening,1
3013700,latenight,2
3013700,midday,0
3013700,morning,1
3013800,evening,6
3013800,latenight,7
3013800,midday,3
3013800,morning,0
3013900,evening,3
3013900,latenight,3
3013900,midday,0
3013900,morning,0
3014000,evening,2
3014000,latenight,1
3014000,midday,0
3014000,morning,1
3014100,evening,2
3014100,latenight,4
3014100,midday,0
3014100,morning,1
3014200,evening,1
3014200,latenight,4
3014200,midday,1
3014200,morning,0
3014300,evening,3
3014300,latenight,2
3014300,midday,4
3014300,morning,1
3014500,evening,2
3014500,latenight,1
3014500,midday,2
3014500,morning,2
3014700,evening,1
3014700,latenight,0
3014700,midday,0
3014700,morning,0
3014800,evening,1
3014800,latenight,2
3014800,midday,0
3014800,morning,0
3014900,evening,6
3014900,latenight,4
3014900,midday,3
3014900,morning,6
3015000,evening,2
3015000,latenight,0
3015000,midday,5
3015000,morning,0
3015100,evening,1
3015100,latenight,0
3015100,midday,0
3015100,morning,0
3015200,evening,2
3015200,latenight,5
3015200,midday,3
3015200,morning,0
3015300,evening,5
3015300,latenight,4
3015300,midday,0
3015300,morning,5
3015400,evening,0
3015400,latenight,0
3015400,midday,0
3015400,morning,2
3015500,evening,0
3015500,latenight,0
3015500,midday,2
3015500,morning,1
3015900,evening,2
3015900,latenight,0
3015900,midday,2
3015900,morning,1
3016000,evening,5
3016000,latenight,7
3016000,midday,2
3016000,morning,2
3016100,evening,7
3016100,latenight,6
3016100,midday,5
3016100,morning,2
3016200,evening,1
3016200,latenight,2
3016200,midday,0
3016200,morning,0
3016300,evening,1
3016300,latenight,2
3016300,midday,0
3016300,morning,1
3016400,evening,0
3016400,latenight,0
3016400,midday,1
3016400,morning,0
3016500,evening,0
3016500,latenight,0
3016500,midday,1
3016500,morning,1
3016600,evening,3
3016600,latenight,1
3016600,midday,1
3016600,morning,1
3016700,evening,0
3016700,latenight,0
3016700,midday,1
3016700,morning,0
3016800,evening,1
3016800,latenight,0
3016800,midday,0
3016800,morning,0
3016900,evening,2
3016900,latenight,0
3016900,midday,0
3016900,morning,0
3017000,evening,5
3017000,latenight,0
3017000,midday,2
3017000,morning,1
3017100,evening,0
3017100,latenight,1
3017100,midday,0
3017100,morning,0
3017200,evening,3
3017200,latenight,4
3017200,midday,4
3017200,morning,0
3017400,evening,3
3017400,latenight,1
3017400,midday,1
3017400,morning,1
3017500,evening,2
3017500,latenight,0
3017500,midday,1
3017500,morning,1
3017600,evening,1
3017600,latenight,2
3017600,midday,1
3017600,morning,0
3017700,evening,12
3017700,latenight,14
3017700,midday,5
3017700,morning,3
3017800,evening,4
3017800,latenight,2
3017800,midday,3
3017800,morning,0
3017900,evening,10
3017900,latenight,7
3017900,midday,2
3017900,morning,2
3018000,evening,2
3018000,latenight,3
3018000,midday,4
3018000,morning,2
3018100,evening,6
3018100,latenight,0
3018100,midday,1
3018100,morning,1
3018200,evening,3
3018200,latenight,1
3018200,midday,4
3018200,morning,1
3018300,evening,3
3018300,latenight,1
3018300,midday,0
3018300,morning,0
3018400,evening,2
3018400,latenight,0
3018400,midday,0
3018400,morning,0
3018501,evening,14
3018501,latenight,23
3018501,midday,7
3018501,morning,6
3018600,evening,0
3018600,latenight,0
3018600,midday,1
3018600,morning,0
3018700,evening,1
3018700,latenight,2
3018700,midday,2
3018700,morning,2
3018800,evening,4
3018800,latenight,2
3018800,midday,1
3018800,morning,2
3019000,evening,7
